,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,neighborhood
28,IMz_69U-RSmrker4yfK_rg,delish-ethiopian-cuisine-seattle-2,Delish Ethiopian Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/5QUYPdzOlSjKUmNp3KjW7g/o.jpg,False,https://www.yelp.com/biz/delish-ethiopian-cuisine-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,72.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 47.55096, 'longitude': -122.27791}","['delivery', 'pickup']",$$,"{'address1': '5701 Rainier Ave S', 'address2': 'Ste A', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['5701 Rainier Ave S', 'Ste A', 'Seattle, WA 98118']}",+12067233821,(206) 723-3821,794.3185598444767,Columbia City
29,DiLAnQhQaL6N_46m4stzDw,pho-bo-seattle,Pho Bo,https://s3-media3.fl.yelpcdn.com/bphoto/uBzOpxFOEDwsfU8FxKNU_g/o.jpg,False,https://www.yelp.com/biz/pho-bo-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,68.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 47.5596085, 'longitude': -122.2857208}",['delivery'],$,"{'address1': '4732 Rainier Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['4732 Rainier Ave S', 'Seattle, WA 98118']}",+12067258447,(206) 725-8447,350.5637248634451,Columbia City
30,_vHliOzgT-n1aMo0NrPNtQ,taproot-cafe-and-bar-seattle-2,Taproot Cafe & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/Qov5zkYAJymrtWTm56hT0g/o.jpg,False,https://www.yelp.com/biz/taproot-cafe-and-bar-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,99.0,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 47.5575523, 'longitude': -122.2846261}","['delivery', 'pickup']",$$,"{'address1': '4908 Rainier Ave S', 'address2': 'Ste A', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['4908 Rainier Ave S', 'Ste A', 'Seattle, WA 98118']}",+12064202535,(206) 420-2535,173.0965638212524,Columbia City
31,vXrUcYABxksuGdFZzCwxFg,massawa-eritrean-and-ethiopian-restaurant-seattle,Massawa Eritrean & Ethiopian Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/LQVGd1ezcifjDOUYRfH8mg/o.jpg,False,https://www.yelp.com/biz/massawa-eritrean-and-ethiopian-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,3.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'eritrean', 'title': 'Eritrean'}]",4.5,"{'latitude': 47.5502751, 'longitude': -122.2770271}",[],,"{'address1': '4411 S Mead St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['4411 S Mead St', 'Seattle, WA 98118']}",,,875.5251158716867,Columbia City
32,HW25QVXf7jd42kuvP1ikzw,pcc-community-markets-columbia-city-seattle,PCC Community Markets - Columbia City,https://s3-media1.fl.yelpcdn.com/bphoto/NLicrn1uysRX1OFu1GnDDw/o.jpg,False,https://www.yelp.com/biz/pcc-community-markets-columbia-city-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,97.0,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",4.0,"{'latitude': 47.5587749, 'longitude': -122.2879531}",[],$$,"{'address1': '3610 S Edmunds St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['3610 S Edmunds St', 'Seattle, WA 98118']}",+12064666182,(206) 466-6182,379.7495810585238,Columbia City
33,Bfx3hutifmxIEUhL4rZE9w,taqueria-contreras-seattle-2,Taqueria Contreras,https://s3-media1.fl.yelpcdn.com/bphoto/vghjlqRzqQUgoSAbyOvsFg/o.jpg,False,https://www.yelp.com/biz/taqueria-contreras-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 47.558651, 'longitude': -122.2854614}",[],,"{'address1': 'S Edmunds St & Rainier Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['S Edmunds St & Rainier Ave S', 'Seattle, WA 98118']}",,,268.89664264916496,Columbia City
34,2h0D4meiIX9PQnr2OL8GrQ,black-and-tan-hall-seattle,Black & Tan Hall,https://s3-media3.fl.yelpcdn.com/bphoto/kio8FqxFz7gsWq9GBTRd0g/o.jpg,False,https://www.yelp.com/biz/black-and-tan-hall-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,"{'latitude': 47.55169, 'longitude': -122.2776}",[],,"{'address1': '5608 Rainier Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['5608 Rainier Ave S', 'Seattle, WA 98118']}",+12064024615,(206) 402-4615,732.5865020951585,Columbia City
35,PhcmTPAANz9XrjDTcpkm6g,sheger-ethiopian-restaurant-seattle,Sheger Ethiopian Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/YBJJE1CbCBzxxCF_eMkSBw/o.jpg,False,https://www.yelp.com/biz/sheger-ethiopian-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,10.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.0,"{'latitude': 47.5502751, 'longitude': -122.2770271}",['delivery'],$$,"{'address1': '4411 S Mead St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['4411 S Mead St', 'Seattle, WA 98118']}",+12067231971,(206) 723-1971,875.5251158716867,Columbia City
36,8IhFy86QhLt5hqNEvxfPNA,taco-stand-seattle,Taco Stand,,False,https://www.yelp.com/biz/taco-stand-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,5.0,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 47.55883, 'longitude': -122.28597}",[],$,"{'address1': '4825 Rainier Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98118', 'country': 'US', 'state': 'WA', 'display_address': ['4825 Rainier Ave S', 'Seattle, WA 98118']}",,,310.6745690575364,Columbia City
0,4eS9JFF7rmvdUESOHp7T1w,wanna-teriyaki-and-burger-seattle,Wanna Teriyaki & Burger,https://s3-media2.fl.yelpcdn.com/bphoto/VnAFTMN1AYAetJFRejsxkg/o.jpg,False,https://www.yelp.com/biz/wanna-teriyaki-and-burger-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,143.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 47.5335376486, 'longitude': -122.354553837801}",['delivery'],$,"{'address1': '1513 SW Holden St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['1513 SW Holden St', 'Seattle, WA 98106']}",+12064025218,(206) 402-5218,353.38173353944615,Delridge
1,JaK1jA7D3Z4_8g9DySLZ8A,west-of-chicago-pizza-company-seattle,West of Chicago Pizza Company,https://s3-media4.fl.yelpcdn.com/bphoto/N1BxANehJS43D-C6gNT0pQ/o.jpg,False,https://www.yelp.com/biz/west-of-chicago-pizza-company-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,61.0,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 47.5517843, 'longitude': -122.3627538}",[],$$,"{'address1': '5600 Delridge Way SW', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['5600 Delridge Way SW', 'Seattle, WA 98116']}",+12063393337,(206) 339-3337,1767.1715104849923,Delridge
2,tNy2AyYGQffiK9Kp7tGewA,das-wagon-seattle,Das Wagon,https://s3-media2.fl.yelpcdn.com/bphoto/mRcBjB-aBnob421dwjDMqA/o.jpg,False,https://www.yelp.com/biz/das-wagon-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",5.0,"{'latitude': 47.54103, 'longitude': -122.35262}",[],,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98106']}",,,1278.5615138035878,Delridge
3,d5_lwDiZtwY6xrbicZ557g,el-rey-del-taco-seattle,El Rey Del Taco,https://s3-media4.fl.yelpcdn.com/bphoto/VP8Zijr21mbFukiDig8lSQ/o.jpg,False,https://www.yelp.com/biz/el-rey-del-taco-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,16.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 47.53764, 'longitude': -122.36282}",[],$,"{'address1': '7184 Sylvan Way SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['7184 Sylvan Way SW', 'Seattle, WA 98106']}",+12063801944,(206) 380-1944,514.5400466525615,Delridge
4,1DvotWwEdOGM_cbdKwtyHg,alhadeff-grill-and-cafe-alki-seattle,Alhadeff Grill & Cafe Alki,https://s3-media2.fl.yelpcdn.com/bphoto/wRiIlkuzwJ31VFETt709bw/o.jpg,False,https://www.yelp.com/biz/alhadeff-grill-and-cafe-alki-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,4.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",5.0,"{'latitude': 47.54723, 'longitude': -122.35192}",['delivery'],,"{'address1': '6000 16th Ave SW', 'address2': '', 'address3': 'Culinary Arts Bldg', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['6000 16th Ave SW', 'Culinary Arts Bldg', 'Seattle, WA 98106']}",+12069345817,(206) 934-5817,1267.4371720926536,Delridge
5,G-p5SgQnBM5e8XxMMO1qOg,pho-aroma-seattle-2,Pho Aroma,https://s3-media1.fl.yelpcdn.com/bphoto/BCxDacaqOchi7msedr1Muw/o.jpg,False,https://www.yelp.com/biz/pho-aroma-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,358.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.55172, 'longitude': -122.36327}",['delivery'],$$,"{'address1': '5605 Delridge Way SW', 'address2': 'Ste A', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['5605 Delridge Way SW', 'Ste A', 'Seattle, WA 98106']}",+12069324343,(206) 932-4343,1773.2422589095688,Delridge
6,MLNVIiXkU3GG_S-wUDRHcA,2-fingers-social-seattle,2 Fingers Social,https://s3-media3.fl.yelpcdn.com/bphoto/nPmeeEXlSdwPoRrjJQL8dQ/o.jpg,False,https://www.yelp.com/biz/2-fingers-social-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,45.0,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'divebars', 'title': 'Dive Bars'}]",4.5,"{'latitude': 47.52059, 'longitude': -122.35831}",[],$,"{'address1': '9211 Delridge Way SW', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['9211 Delridge Way SW', 'Seattle, WA 98106']}",,,1779.9183177022405,Delridge
7,BRE72f6_Ae9n2tndolMH3g,vatsana-thai-restaurant-seattle,Vatsana Thai Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/KtYZ1SI7ZFAfPfm5i1L6Ug/o.jpg,False,https://www.yelp.com/biz/vatsana-thai-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,209.0,"[{'alias': 'thai', 'title': 'Thai'}]",3.0,"{'latitude': 47.5223219, 'longitude': -122.3646749}",['delivery'],$$,"{'address1': '9025 25th Ave SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['9025 25th Ave SW', 'Seattle, WA 98106']}",+12069372794,(206) 937-2794,1701.1923402700509,Delridge
8,CDLDGTL1xq0QrZllgPd7QQ,wingstop-seattle,Wingstop,https://s3-media2.fl.yelpcdn.com/bphoto/MqX_-GpKXl8AUNs2TgYh1Q/o.jpg,False,https://www.yelp.com/biz/wingstop-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,72.0,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"{'latitude': 47.522689, 'longitude': -122.366808}",[],$$,"{'address1': '2600 SW Barton St', 'address2': 'Ste B8', 'address3': None, 'city': 'Seattle', 'zip_code': '98126', 'country': 'US', 'state': 'WA', 'display_address': ['2600 SW Barton St', 'Ste B8', 'Seattle, WA 98126']}",+12062575021,(206) 257-5021,1737.7053811887672,Delridge
9,ASYTK4wZrWjyLwt-WJh5mg,love-teriyaki-seattle-2,Love Teriyaki,https://s3-media2.fl.yelpcdn.com/bphoto/tWPCF26SqjKufWjliPy6Pg/o.jpg,False,https://www.yelp.com/biz/love-teriyaki-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,8.0,"[{'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 47.538295, 'longitude': -122.360633}",['delivery'],$,"{'address1': '7132 Delridge Way SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['7132 Delridge Way SW', 'Seattle, WA 98106']}",+12067636025,(206) 763-6025,392.6719368581292,Delridge
10,Pqbf2RT8O3JKyiEt8ZLZzQ,toshis-teriyaki-seattle-2,Toshi's Teriyaki,https://s3-media1.fl.yelpcdn.com/bphoto/J-WR79z0xIPJiALyX3dRnA/o.jpg,False,https://www.yelp.com/biz/toshis-teriyaki-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,130.0,"[{'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 47.5222591, 'longitude': -122.3646749}",[],$,"{'address1': '9029 25th Ave SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['9029 25th Ave SW', 'Seattle, WA 98106']}",+12069379442,(206) 937-9442,1716.5191410169325,Delridge
11,Fy9qvuqxSSqpAJKfxPgWXQ,boss-drive-in-seattle,Boss Drive In,https://s3-media2.fl.yelpcdn.com/bphoto/-27qm6qeLtjeqNiMiMMpdQ/o.jpg,False,https://www.yelp.com/biz/boss-drive-in-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,214.0,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 47.5212211608887, 'longitude': -122.358940124512}",['delivery'],$,"{'address1': '9061 Delridge Way SW', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['9061 Delridge Way SW', 'Seattle, WA 98106']}",+12067631053,(206) 763-1053,1724.3330742985527,Delridge
12,KWIlApot1mSY5SSzNOK9XA,chickn-fix-seattle,Chick'n Fix,https://s3-media1.fl.yelpcdn.com/bphoto/EqXGxYTe1DoKrdOPzrnffA/o.jpg,False,https://www.yelp.com/biz/chickn-fix-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,38.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,"{'latitude': 47.52847, 'longitude': -122.35994}",[],$,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98106']}",+12069140610,(206) 914-0610,1278.5615138035878,Delridge
13,vFYAv5Kt8OlT2-UMakrw9Q,sub-shop-seattle-5,Sub Shop,https://s3-media3.fl.yelpcdn.com/bphoto/7ooSXIVObsw0B5g7BVumfA/o.jpg,False,https://www.yelp.com/biz/sub-shop-seattle-5?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,82.0,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 47.5222277, 'longitude': -122.3646749}",['delivery'],$,"{'address1': '9031 25th Ave SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['9031 25th Ave SW', 'Seattle, WA 98106']}",+12069321709,(206) 932-1709,1721.6554952370168,Delridge
14,QpRkM0ULDg8cb2dYEo4z2g,el-chito-seattle,El Chito,https://s3-media2.fl.yelpcdn.com/bphoto/DLdswY_EdqHBbgKU-fJtdQ/o.jpg,False,https://www.yelp.com/biz/el-chito-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,50.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",5.0,"{'latitude': 47.5516325151607, 'longitude': -122.362658150936}",['delivery'],$,"{'address1': '5604 Delridge Way SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['5604 Delridge Way SW', 'Seattle, WA 98106']}",+14257809681,(425) 780-9681,1748.9537114046946,Delridge
15,8ofAJGDy0DOJJvBguViyEA,peasant-food-manifesto-seattle-2,Peasant Food Manifesto,https://s3-media3.fl.yelpcdn.com/bphoto/Yi4sssTDc_SOsezG1D_mIg/o.jpg,False,https://www.yelp.com/biz/peasant-food-manifesto-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,41.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"{'latitude': 47.52847, 'longitude': -122.35994}",[],$,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98106']}",+12065959273,(206) 595-9273,1278.5615138035878,Delridge
16,UOUbv5XZeOswF_IpNoVPMw,olympia-pizza-and-pasta-seattle,Olympia Pizza & Pasta,https://s3-media3.fl.yelpcdn.com/bphoto/K5IKahwmro4Vvd_y5HM2WQ/o.jpg,False,https://www.yelp.com/biz/olympia-pizza-and-pasta-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,125.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'greek', 'title': 'Greek'}]",3.0,"{'latitude': 47.55172, 'longitude': -122.36327}","['pickup', 'delivery']",$$,"{'address1': '5605 Delridge Way SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['5605 Delridge Way SW', 'Seattle, WA 98106']}",+12069337550,(206) 933-7550,1773.2422589095688,Delridge
17,s4DwJsgxb-GQFlEnM2K2Bg,mcdonalds-seattle-13,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/nUtKfXw7Y3mxwX1s35mLkQ/o.jpg,False,https://www.yelp.com/biz/mcdonalds-seattle-13?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,54.0,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 47.5214158433869, 'longitude': -122.366363704205}",[],$,"{'address1': '2580 SW Barton St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98126', 'country': 'US', 'state': 'WA', 'display_address': ['2580 SW Barton St', 'Seattle, WA 98126']}",+12069375535,(206) 937-5535,1850.1959306101787,Delridge
18,zBU9lrhsO8bjOLA7TY2pow,asian-street-food-seattle,Asian Street Food,,False,https://www.yelp.com/biz/asian-street-food-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 47.55177, 'longitude': -122.36272}",['delivery'],,"{'address1': '5600 Delridge Way SW', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98106', 'country': 'US', 'state': 'WA', 'display_address': ['5600 Delridge Way SW', 'Seattle, WA 98106']}",,,1767.1715104849923,Delridge
0,vjeyNatt5L0F5qcHgKZeWw,one-pot-seattle-3,One Pot,https://s3-media1.fl.yelpcdn.com/bphoto/VUOk4C3tmv-5BVpApVmiSA/o.jpg,False,https://www.yelp.com/biz/one-pot-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,278.0,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 47.59805, 'longitude': -122.31699}",['delivery'],$$,"{'address1': '506 12th Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['506 12th Ave S', 'Seattle, WA 98144']}",+12068769282,(206) 876-9282,90.05471664154523,Little Saigon
1,HHeRpP4mJUnABMR43TqQGQ,pho-bac-súp-shop-seattle-6,Pho Bac Súp Shop,https://s3-media3.fl.yelpcdn.com/bphoto/pnFvcB9MV79Rs846UEpHKQ/o.jpg,False,https://www.yelp.com/biz/pho-bac-s%C3%BAp-shop-seattle-6?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,536.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.599506, 'longitude': -122.315385}",[],$$,"{'address1': '1240 S Jackson St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['1240 S Jackson St', 'Seattle, WA 98144']}",+12065680882,(206) 568-0882,109.06935993950493,Little Saigon
2,E4PzUSFuduzS6tLmGgosoQ,tamarind-tree-seattle,Tamarind Tree,https://s3-media1.fl.yelpcdn.com/bphoto/9ckQAUePpclVqJwTNLoAMw/o.jpg,False,https://www.yelp.com/biz/tamarind-tree-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1357.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.5998406645559, 'longitude': -122.317832050262}",['delivery'],$$,"{'address1': '1036 S Jackson St', 'address2': 'Ste A', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['1036 S Jackson St', 'Ste A', 'Seattle, WA 98104']}",+12068601404,(206) 860-1404,173.62550955587454,Little Saigon
