,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,cuisine,latitude,longitude,address1,address2,address3,city,zip_code,state,country
39,dAeObODKI5e8de3QpZVI3g,la-vita-e-bella-seattle-7,La Vita E Bella,https://s3-media2.fl.yelpcdn.com/bphoto/M-qQvK5fpUKJNWXbRwhoVA/o.jpg,False,https://www.yelp.com/biz/la-vita-e-bella-seattle-7?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,540.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"['pickup', 'delivery']",$$,+12064415322,(206) 441-5322,1471.6409824599677,italian,47.6149,-122.3475,2411 2nd Ave,,,Seattle,98121,WA,US
40,dqI9SJFUcAB_IB0Rj7D3ag,artusi-seattle,Artusi,https://s3-media1.fl.yelpcdn.com/bphoto/xwuSJXU7rf8aIwfAd-y76g/o.jpg,False,https://www.yelp.com/biz/artusi-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,261.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,['delivery'],$$,+12062517673,(206) 251-7673,1949.0572871277327,italian,47.61509,-122.31442,1535 14th Ave,,,Seattle,98122,WA,US
41,t09uh3l12ykJApZXOa3RzA,cafe-lago-seattle,Cafe Lago,https://s3-media2.fl.yelpcdn.com/bphoto/J1t0uO2EqS7iVUIp96TLLQ/o.jpg,False,https://www.yelp.com/biz/cafe-lago-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,229.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,['delivery'],$$,+12063298005,(206) 329-8005,2949.842872073515,italian,47.63973,-122.30226,2305 24th Ave E,,,Seattle,98112,WA,US
43,hs7enWmkKbz9WIsHIyOtLQ,fiasco-seattle,Fiasco,https://s3-media3.fl.yelpcdn.com/bphoto/Tzo0e7FFvoh8z8Xl577LCQ/o.jpg,False,https://www.yelp.com/biz/fiasco-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,84.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,['delivery'],$$,+12067378743,(206) 737-8743,2637.912012806957,italian,47.6488,-122.34232,3400 Stone Way N,,,Seattle,98103,WA,US
44,8fUje2Qjf55GamblvsKG8A,buca-di-beppo-italian-restaurant-seattle-3,Buca di Beppo Italian Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/uWVF-W_yQF4kxUFKbxV-gA/o.jpg,False,https://www.yelp.com/biz/buca-di-beppo-italian-restaurant-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,683.0,"[{'alias': 'italian', 'title': 'Italian'}]",3.0,"['pickup', 'delivery']",$$,+12062442288,(206) 244-2288,272.40372408182674,italian,47.6259414660436,-122.339061498642,701 Westlake Ave N,,,Seattle,98109,WA,US
45,4Hx5TQ3tQ47LPeRJZnfi5g,mondello-ristorante-italiano-seattle-2,Mondello Ristorante Italiano,https://s3-media2.fl.yelpcdn.com/bphoto/fPSE9OEOK7wCV5PziVhxfg/o.jpg,False,https://www.yelp.com/biz/mondello-ristorante-italiano-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,322.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,['delivery'],$$,+12063528700,(206) 352-8700,5098.778942808551,italian,47.64025,-122.39999,2425 33rd Ave W,Ste 3,,Seattle,98199,WA,US
46,IIHDuM9KiNBwL3mm5et_IA,thats-amore-italian-cafe-seattle,That's Amore! Italian Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/ngx4asvBf3Ti35rtyih7qQ/o.jpg,False,https://www.yelp.com/biz/thats-amore-italian-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,286.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,['delivery'],$$,+12063223677,(206) 322-3677,5115.998926994642,italian,47.58956,-122.29267,1425 31st Ave S,,,Seattle,98144,WA,US
48,0zOQ6gbOERAi-FoeM4fAig,la-rustica-seattle,La Rustica,https://s3-media2.fl.yelpcdn.com/bphoto/G-Gz_SglrIHyiWoWu3iXEA/o.jpg,False,https://www.yelp.com/biz/la-rustica-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,392.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,+12069323020,(206) 932-3020,8501.01721213651,italian,47.5674,-122.40933,4100 Beach Dr SW,,,Seattle,98116,WA,US
49,duu0PHYLfb5bndqcNEVS2Q,bar-del-corso-seattle,Bar Del Corso,https://s3-media4.fl.yelpcdn.com/bphoto/bgdZhDZaA-QKmAjG_NXWpw/o.jpg,False,https://www.yelp.com/biz/bar-del-corso-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,336.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,['delivery'],$$,+12063952069,(206) 395-2069,5890.003618361082,italian,47.57544,-122.30956,3057 Beacon Ave S,,,Seattle,98144,WA,US
50,QQdN1TAuwroLM78r3WcO_Q,bisato-seattle,Bisato,https://s3-media2.fl.yelpcdn.com/bphoto/NrnMsNvy43RnBNUjfea91A/o.jpg,False,https://www.yelp.com/biz/bisato-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,122.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,+12066241111,(206) 624-1111,2618.9430226568006,italian,47.60186,-122.33508,84 Yesler Way,,,Seattle,98104,WA,US
51,cAFXng3Gr1cBCFkP1VIxng,the-independent-pizzeria-seattle-2,The Independent Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/QM00LitQn8kfsgHPrw1jEQ/o.jpg,False,https://www.yelp.com/biz/the-independent-pizzeria-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,161.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$,+12068606110,(206) 860-6110,4513.573291765872,italian,47.636044,-122.277377,4235 E Madison St,,,Seattle,98112,WA,US
52,1yBl7rAXsGRKyv9XYUOKng,il-bistro-seattle,IL Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/Wd-Ab2duIQSTfrezO_QiyQ/o.jpg,False,https://www.yelp.com/biz/il-bistro-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,625.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,['delivery'],$$,+12066823049,(206) 682-3049,1895.1339473881017,italian,47.6086724281015,-122.340207843732,93 Pike St,Ste A,,Seattle,98101,WA,US
53,ljVRpkGkJyKMQgIbqS71Nw,ristorante-picolinos-seattle,Ristorante Picolinos,https://s3-media2.fl.yelpcdn.com/bphoto/lezK_Z4EQr80rHnVeNr0zw/o.jpg,False,https://www.yelp.com/biz/ristorante-picolinos-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,481.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",4.0,['delivery'],$$,+12067818000,(206) 781-8000,7326.469538833353,italian,47.675805,-122.398535,6415 32nd Ave NW,,,Seattle,98107,WA,US
54,k3riaoflafifFUSNKXbfTw,via-tribunali-capitol-hill-seattle,Via Tribunali - Capitol Hill,https://s3-media2.fl.yelpcdn.com/bphoto/cV_bcfeaYIBb5ihFkRVbiQ/o.jpg,False,https://www.yelp.com/biz/via-tribunali-capitol-hill-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,590.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,['delivery'],$$,+12063229234,(206) 322-9234,1728.6820099303382,italian,47.61386,-122.31986,913 E Pike St,,,Seattle,98122,WA,US
55,XbRTv9Yq4C8XvAi3xe2kXw,mamma-melina-ristorante-pizzeria-seattle,Mamma Melina Ristorante + Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/TdR4BsG3vBH0w0F9CsvJRg/o.jpg,False,https://www.yelp.com/biz/mamma-melina-ristorante-pizzeria-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,656.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,['delivery'],$$,+12066322271,(206) 632-2271,5248.043825098007,italian,47.66642,-122.300812,5101 25th Ave NE,,,Seattle,98105,WA,US
56,Od_qtfqZzdtZry44rRC5Xg,la-villa-italiana-seattle,LA VILLA ITALIANA,https://s3-media4.fl.yelpcdn.com/bphoto/aBZyO64LGq0CtAr7xS50mA/o.jpg,False,https://www.yelp.com/biz/la-villa-italiana-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,52.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,+12064535867,(206) 453-5867,4524.041713162555,italian,47.63656,-122.27741,1927 43rd Ave E,,,Seattle,98112,WA,US
57,KMrr9hYyrK3J_V8lmeLQvA,la-medusa-seattle,La Medusa,https://s3-media2.fl.yelpcdn.com/bphoto/02z9ni--zqBxHXt8bh9gpg/o.jpg,False,https://www.yelp.com/biz/la-medusa-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,229.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$$,+12067232192,(206) 723-2192,8332.754288469516,italian,47.55843,-122.28555,4857 Rainier Ave S,,,Seattle,98118,WA,US
58,uTh0BMlaqBtjx2ws-hsqQg,raccolto-seattle,Raccolto,https://s3-media1.fl.yelpcdn.com/bphoto/7fdWzManw3OXymwC1riy9Q/o.jpg,False,https://www.yelp.com/biz/raccolto-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,195.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,[],$$$,+12063973775,(206) 397-3775,7741.282086619754,italian,47.5651027485655,-122.387065950985,4147 California Ave SW,,,Seattle,98116,WA,US
59,SeBhIUX52bu1lYgpEp_6nw,agrodolce-seattle,Agrodolce,https://s3-media2.fl.yelpcdn.com/bphoto/Jx5E2mExJWOfbNbjO4AkfA/o.jpg,False,https://www.yelp.com/biz/agrodolce-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,364.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,['delivery'],$$,+12065479707,(206) 547-9707,2950.486079585448,italian,47.65029,-122.3495,709 N 35th St,,,Seattle,98103,WA,US
60,ypkk09h8VEC9s8VE7x9neA,pasta-freska-seattle,Pasta Freska,https://s3-media1.fl.yelpcdn.com/bphoto/ns4_R4Lt0xfobibPD2w_qw/o.jpg,False,https://www.yelp.com/biz/pasta-freska-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,516.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,"['pickup', 'delivery']",$$$,+12062831515,(206) 283-1515,927.6606407493299,italian,47.63293,-122.34093,1515 Westlake Ave N,,,Seattle,98109,WA,US
61,fUgBP5sRHkV1bXrn-B3-XQ,san-fermo-seattle,San Fermo,https://s3-media1.fl.yelpcdn.com/bphoto/ZVpTReL-UTMN6Slhc_eNRA/o.jpg,False,https://www.yelp.com/biz/san-fermo-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,309.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$$,+12063421530,(206) 342-1530,5921.9175399003025,italian,47.66722,-122.3845,5341 Ballard Ave NW,,,Seattle,98107,WA,US
62,T7XmistL2pQrW3hY3oTpng,salumi-artisan-cured-meats-seattle-2,Salumi Artisan Cured Meats,https://s3-media2.fl.yelpcdn.com/bphoto/qX2VP_ovmhS6NNlO0zi4gA/o.jpg,False,https://www.yelp.com/biz/salumi-artisan-cured-meats-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1363.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'meats', 'title': 'Meat Shops'}]",4.5,[],$$,+12066218772,(206) 621-8772,2958.659445447058,italian,47.5988787386813,-122.332698915344,404 Occidental Ave S,,,Seattle,98104,WA,US
63,j6bAliQmvwuqiVjFj2AXyQ,osteria-la-spiga-seattle,Osteria la Spiga,https://s3-media2.fl.yelpcdn.com/bphoto/mJhf724nO57PeRkxfeQvQQ/o.jpg,False,https://www.yelp.com/biz/osteria-la-spiga-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,706.0,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,['delivery'],$$,+12063238881,(206) 323-8881,1893.4704743092216,italian,47.61381,-122.3171,1429 12th Ave,,,Seattle,98122,WA,US
64,QVmnZZaejnpRQ7A0gG3Zbg,in-bocca-al-lupo-seattle-2,In Bocca Al Lupo,https://s3-media3.fl.yelpcdn.com/bphoto/K4TlR7pYzIIPnyF0NoWovg/o.jpg,False,https://www.yelp.com/biz/in-bocca-al-lupo-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,79.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,['delivery'],$$,+12065472144,(206) 547-2144,3908.294251659794,italian,47.6591,-122.35023,4303 Fremont Ave N,,,Seattle,98103,WA,US
66,GQlmlX3Npg60DULuGugOCg,haymaker-seattle,Haymaker,https://s3-media3.fl.yelpcdn.com/bphoto/nf1cUSb6BDz7JNxS7ULoAg/o.jpg,False,https://www.yelp.com/biz/haymaker-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,60.0,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],,+12069466994,(206) 946-6994,8144.780519799573,italian,47.56075783,-122.386525,4706 California Ave SW,,,Seattle,98116,WA,US
67,-lhqcfDNXhMq0W5NQxylXw,tutta-bella-neapolitan-pizzeria-south-lake-union-seattle-2,Tutta Bella Neapolitan Pizzeria - South Lake Union,https://s3-media2.fl.yelpcdn.com/bphoto/VGTZl6nHMrNST4rXszHi7w/o.jpg,False,https://www.yelp.com/biz/tutta-bella-neapolitan-pizzeria-south-lake-union-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,476.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,['delivery'],$$,+12066244422,(206) 624-4422,811.6212805779958,italian,47.61826,-122.3376214,2200 Westlake Ave,Ste 112,,Seattle,98121,WA,US
68,rbjjAfKbeR9xniV-4lZMNw,il-fornaio-seattle,Il Fornaio,https://s3-media3.fl.yelpcdn.com/bphoto/pRYXGD5HomdiBuauwX4QHQ/o.jpg,False,https://www.yelp.com/biz/il-fornaio-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,612.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,"['pickup', 'delivery']",$$,+12062640994,(206) 264-0994,1381.9949358571148,italian,47.612992,-122.335801,600 Pine St,,,Seattle,98101,WA,US
69,cP5Ue_3DOQKu5atbCLVfMg,princi-seattle-9,Princi,https://s3-media1.fl.yelpcdn.com/bphoto/uKPWxXzeW_2HWX4WLSZxQQ/o.jpg,False,https://www.yelp.com/biz/princi-seattle-9?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,94.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,['delivery'],$$,+12066235488,(206) 623-5488,943.4694056863373,italian,47.6171057733938,-122.338028854631,2118 Westlake Ave,,,Seattle,98121,WA,US
70,19RsZR7lPGpFEy2NfD8JSA,willmotts-ghost-seattle,Willmott's Ghost,https://s3-media2.fl.yelpcdn.com/bphoto/r14mXqzGU26PJJ-UiGq5ew/o.jpg,False,https://www.yelp.com/biz/willmotts-ghost-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,82.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.5,['delivery'],$$,+12069009650,(206) 900-9650,1141.9141625687998,italian,47.61547,-122.33962,2100 6th Ave,,,Seattle,98121,WA,US
71,ImD_yPE6pt4tyXiZxmwtTg,pizza-and-pasta-bar-seattle-2,Pizza and Pasta Bar,https://s3-media3.fl.yelpcdn.com/bphoto/YEs7DTBMVgEbQFFea6c1nw/o.jpg,False,https://www.yelp.com/biz/pizza-and-pasta-bar-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,396.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",4.5,"['pickup', 'delivery']",$$,+12066217545,(206) 621-7545,1833.4408531164588,italian,47.609366,-122.341095,1530 Post Aly,,,Seattle,98101,WA,US
72,8BXl9GbOS9SYVAKBz_oY7w,pasta-bella-seattle,Pasta Bella,https://s3-media2.fl.yelpcdn.com/bphoto/iA3vwyWiCaeySAhzxvIj3w/o.jpg,False,https://www.yelp.com/biz/pasta-bella-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,432.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"['pickup', 'delivery']",$$,+12067894933,(206) 789-4933,6030.856933824103,italian,47.67222,-122.37657,5909 15th Ave NW,,,Seattle,98107,WA,US
73,rOn-YKU9jWmwavBN9F4xsg,coltiva-pizzeria-e-barra-seattle,Coltiva: Pizzeria e Barra,https://s3-media2.fl.yelpcdn.com/bphoto/BIx_yVHPDXK7pytjTZrZ1g/o.jpg,False,https://www.yelp.com/biz/coltiva-pizzeria-e-barra-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,65.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.0,['delivery'],$$,+12064925885,(206) 492-5885,1727.1162146636705,italian,47.6220140081721,-122.357994817344,350 1st Ave W,,,Seattle,98119,WA,US
74,UR4o1izRUVX5WanCXW8S7A,piatti-seattle,Piatti,https://s3-media2.fl.yelpcdn.com/bphoto/8Y_Z7dM4MnJonX1z6MNoXg/o.jpg,False,https://www.yelp.com/biz/piatti-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,313.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.5,['delivery'],$$,+12065249088,(206) 524-9088,4954.94433251731,italian,47.66214,-122.298042,2695 NE Village Ln,,,Seattle,98105,WA,US
76,USfLJfVgtY7O4jV-1Ca2Rw,the-olive-and-grape-seattle,The Olive and Grape,https://s3-media4.fl.yelpcdn.com/bphoto/Wu6r7FfqD8j9R5Ub65PMug/o.jpg,False,https://www.yelp.com/biz/the-olive-and-grape-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,225.0,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'turkish', 'title': 'Turkish'}]",3.5,"['pickup', 'delivery']",$$,+12067240272,(206) 724-0272,7426.277593334858,italian,47.69087,-122.35498,8516 Greenwood Ave N,,,Seattle,98103,WA,US
77,zl-UfcSa5DcRUTYctW_uvw,luigis-italian-eatery-seattle-2,Luigi's Italian Eatery,https://s3-media2.fl.yelpcdn.com/bphoto/s8mHVwRrNA9JH_kqT4X03A/o.jpg,False,https://www.yelp.com/biz/luigis-italian-eatery-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,169.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,['delivery'],$$,+12066227688,(206) 622-7688,2564.2949593367543,italian,47.60236,-122.33459,625 1st Ave,,,Seattle,98104,WA,US
78,K6ippWdPkQK6a2dfACZUbA,holy-cannoli-seattle,Holy Cannoli,https://s3-media1.fl.yelpcdn.com/bphoto/6XxqetX5Gg49tbsDfPyIGw/o.jpg,False,https://www.yelp.com/biz/holy-cannoli-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,231.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,['delivery'],$,+12068418205,(206) 841-8205,1339.5556430782,italian,47.6176643371582,-122.349197387695,2720 3rd Ave,,,Seattle,98121,WA,US
79,wQhaeUhwpvj2T9HvTj_W3g,via-tribunali-seattle-8,Via Tribunali,https://s3-media4.fl.yelpcdn.com/bphoto/FVyg3SJUJBtm45H1ElBFPA/o.jpg,False,https://www.yelp.com/biz/via-tribunali-seattle-8?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,253.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,['delivery'],$$,+12062647768,(206) 264-7768,2075.5210847281182,italian,47.63219,-122.36131,317 W Galer St,,,Seattle,98119,WA,US
80,w_QvMUxCk5vY5_tS92e-0g,varlamos-pizzeria-seattle,Varlamos Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/FDAV7zjvdEgrzVJ4-NUbbA/o.jpg,False,https://www.yelp.com/biz/varlamos-pizzeria-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,161.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,['delivery'],$$,+12065228515,(206) 522-8515,5296.3248039053005,italian,47.6609615907563,-122.288446873426,3617 NE 45th St,,,Seattle,98105,WA,US
